match_id,date,time,home_team_id,away_team_id,fthg,ftag,ftr,hs,as,hst,ast,hc,ac,b365h,b365d,b365a,season_id
229,19/02/2023,14:00,10,11,3,0,H,26,19,8,3,6,6,1.62,4.33,5.25,0
230,19/02/2023,16:30,18,19,2,0,H,16,6,6,1,4,7,1.75,3.6,4.75,0
231,24/02/2023,20:00,9,20,1,1,D,10,8,5,2,4,3,2.5,3.2,3.0,0
232,25/02/2023,15:00,8,2,0,2,A,15,9,5,5,5,1,2.5,3.2,3.0,0
233,25/02/2023,15:00,10,17,1,0,H,14,8,4,2,9,2,1.95,3.5,4.0,0
234,25/02/2023,15:00,11,1,0,1,A,1,10,0,2,0,8,4.75,4.0,1.7,0
235,25/02/2023,15:00,19,16,4,0,H,18,8,5,3,12,3,1.75,3.6,5.0,0
236,25/02/2023,17:30,3,13,1,4,A,13,20,2,5,4,6,10.0,5.75,1.29,0
237,25/02/2023,19:45,7,12,0,0,D,6,12,0,4,5,3,4.75,3.8,1.73,0
238,26/02/2023,13:30,18,6,2,0,H,8,10,3,2,4,4,2.55,3.25,2.9,0
239,01/03/2023,19:45,1,8,4,0,H,15,8,5,5,5,1,1.36,4.75,10.0,0
240,01/03/2023,20:00,12,20,2,0,H,15,4,6,1,5,2,1.5,4.75,6.0,0
241,04/03/2023,12:30,13,15,2,0,H,11,5,3,2,8,4,1.45,4.5,7.0,0
242,04/03/2023,15:00,1,3,3,2,H,31,4,9,4,17,1,1.22,7.0,12.0,0
243,04/03/2023,15:00,2,7,1,0,H,8,3,1,0,2,4,2.05,3.3,3.8,0
244,04/03/2023,15:00,5,19,4,0,H,20,3,9,2,7,3,1.8,3.6,4.5,0
245,04/03/2023,15:00,6,10,1,0,H,13,11,3,2,5,7,1.62,4.0,5.5,0
246,04/03/2023,15:00,20,18,1,0,H,8,21,5,6,4,8,3.3,3.4,2.2,0
247,04/03/2023,17:30,17,11,1,0,H,11,11,5,0,3,4,2.75,3.3,2.6,0
248,05/03/2023,14:00,16,8,2,2,D,10,10,4,3,3,3,2.7,3.0,2.88,0
249,05/03/2023,16:30,12,10,7,0,H,18,8,8,4,4,3,2.38,3.6,2.88,0
250,06/03/2023,20:00,4,9,3,2,H,14,9,6,5,2,3,1.95,3.6,3.75,0
251,11/03/2023,12:30,3,12,1,0,H,5,15,2,6,3,8,7.5,5.0,1.4,0
252,11/03/2023,15:00,8,4,1,0,H,13,12,6,4,5,8,2.7,3.25,2.7,0
253,11/03/2023,15:00,10,5,2,2,D,12,14,4,2,4,7,3.75,3.6,1.95,0
254,11/03/2023,15:00,11,6,1,3,A,17,12,7,6,2,5,3.75,3.5,1.95,0
255,11/03/2023,15:00,18,16,3,1,H,15,9,7,5,2,10,1.44,4.75,7.0,0
256,11/03/2023,17:30,7,13,0,1,A,4,14,0,4,2,6,9.0,4.75,1.36,0
257,12/03/2023,14:00,9,1,0,3,A,12,15,2,7,4,8,6.0,4.0,1.57,0
258,12/03/2023,14:00,10,17,0,0,D,10,17,4,4,7,8,1.36,5.0,9.0,0
259,12/03/2023,14:00,19,2,1,1,D,17,12,6,4,13,2,2.2,3.3,3.4,0
260,12/03/2023,16:30,15,20,2,1,H,19,7,8,4,10,3,1.65,3.75,5.5,0
261,15/03/2023,19:30,5,7,1,0,H,11,11,5,3,1,4,1.44,4.2,8.0,0
262,15/03/2023,19:30,17,4,0,2,A,7,11,1,5,3,3,2.88,3.25,2.5,0
263,17/03/2023,20:00,16,15,1,2,A,5,15,3,4,3,7,5.5,3.8,1.62,0
264,18/03/2023,15:00,2,3,3,0,H,20,10,9,3,9,6,1.7,3.8,5.0,0
265,18/03/2023,15:00,4,11,1,1,D,11,14,2,1,8,4,1.91,3.6,3.75,0
266,18/03/2023,15:00,17,18,3,3,D,19,17,7,3,10,3,4.75,3.6,1.75,0
267,18/03/2023,15:00,20,10,2,4,A,23,11,8,4,5,4,2.25,3.2,3.3,0
268,18/03/2023,17:30,6,8,2,2,D,20,12,7,3,8,2,1.5,4.2,7.5,0
269,19/03/2023,14:00,1,7,4,1,H,15,8,5,4,5,4,1.25,5.5,15.0,0
270,01/04/2023,12:30,13,12,4,1,H,17,4,8,1,7,1,1.62,4.2,5.0,0
271,01/04/2023,15:00,1,10,4,1,H,13,7,6,5,4,3,1.29,6.0,9.0,0
272,01/04/2023,15:00,3,9,2,1,H,12,10,7,2,4,3,2.55,3.3,2.8,0
273,01/04/2023,15:00,5,4,3,3,D,33,7,15,5,14,0,1.67,4.0,5.0,0
274,01/04/2023,15:00,7,11,2,1,H,31,3,9,2,10,1,2.5,3.25,2.9,0
275,01/04/2023,15:00,16,20,1,1,D,17,8,7,1,4,3,3.0,3.1,2.55,0
276,01/04/2023,17:30,6,2,0,2,A,27,5,8,2,13,2,1.67,3.8,5.25,0
277,02/04/2023,14:00,19,17,1,0,H,12,9,2,3,5,3,1.73,3.6,5.0,0
278,02/04/2023,16:30,15,10,2,0,H,22,6,6,1,7,4,2.4,3.4,2.9,0
279,03/04/2023,20:00,8,18,1,1,D,15,8,6,2,3,3,3.4,3.3,2.2,0
280,04/04/2023,19:45,3,5,0,2,A,14,16,3,6,5,5,6.0,4.2,1.53,0
281,04/04/2023,19:45,10,16,2,1,H,21,13,6,1,11,4,1.7,3.75,5.0,0
282,04/04/2023,19:45,11,2,1,2,A,9,15,4,5,4,8,2.55,3.3,2.75,0
283,04/04/2023,20:00,6,12,0,0,D,12,7,3,4,3,5,2.2,3.4,3.25,0
284,05/04/2023,20:00,10,4,1,0,H,18,6,3,1,12,3,1.65,4.0,5.0,0
285,05/04/2023,20:00,19,15,1,5,A,7,15,2,8,7,6,3.6,3.25,2.15,0
286,08/04/2023,12:30,10,8,2,0,H,29,15,11,1,10,4,1.5,4.33,6.5,0
287,08/04/2023,15:00,2,16,2,0,H,8,6,3,2,1,8,1.6,4.2,5.25,0
288,08/04/2023,15:00,4,15,1,2,A,12,10,6,4,6,5,3.6,3.4,2.05,0
289,08/04/2023,15:00,9,19,0,1,A,16,9,3,5,11,4,2.8,3.25,2.63,0
290,08/04/2023,15:00,11,3,0,1,A,14,19,4,7,6,6,1.83,3.75,4.2,0
291,08/04/2023,15:00,18,5,2,1,H,9,17,3,4,3,7,2.55,3.5,2.7,0
292,08/04/2023,15:00,20,6,1,0,H,9,13,4,1,8,8,4.2,3.5,1.91,0
293,08/04/2023,17:30,17,13,1,4,A,4,13,1,8,0,10,11.0,6.0,1.25,0
294,09/04/2023,14:00,10,7,1,5,A,11,16,7,8,2,4,2.1,3.4,3.6,0
295,09/04/2023,16:30,12,1,2,2,D,21,9,6,5,5,4,2.88,3.6,2.38,0
296,15/04/2023,12:30,2,15,3,0,H,16,8,6,2,7,2,3.6,3.4,2.05,0
297,15/04/2023,15:00,6,5,1,2,A,8,26,2,10,2,8,2.63,3.4,2.63,0
298,15/04/2023,15:00,8,9,1,3,A,15,21,7,7,4,8,2.05,3.4,3.7,0
299,15/04/2023,15:00,17,7,0,2,A,11,9,4,2,6,2,2.8,3.1,2.7,0
300,15/04/2023,15:00,18,3,2,3,A,24,6,8,6,8,1,1.45,4.5,7.0,0
301,15/04/2023,15:00,20,4,2,0,H,11,10,9,3,5,2,2.45,3.1,3.0,0
302,15/04/2023,17:30,13,11,3,1,H,12,10,4,4,6,2,1.14,8.5,15.0,0
303,16/04/2023,14:00,19,1,2,2,D,16,11,3,5,7,2,6.0,4.2,1.55,0
304,16/04/2023,16:30,16,10,0,2,A,6,22,0,8,4,9,5.5,4.0,1.62,0
305,17/04/2023,20:00,10,12,1,6,A,13,13,3,7,4,2,4.2,4.2,1.73,0
306,21/04/2023,20:00,1,17,3,3,D,25,8,6,6,7,2,1.2,7.0,13.0,0
307,22/04/2023,12:30,9,10,2,1,H,12,10,5,2,8,6,2.3,3.4,3.1,0
308,22/04/2023,15:00,4,2,1,1,D,6,14,5,2,8,4,2.5,3.25,2.88,0
309,22/04/2023,15:00,7,8,0,0,D,12,10,2,5,8,1,2.05,3.2,3.75,0
310,22/04/2023,15:00,11,20,2,1,H,15,16,8,3,1,7,2.38,3.3,3.0,0
311,22/04/2023,15:00,12,16,3,2,H,18,11,6,5,9,3,1.17,7.5,17.0,0
312,23/04/2023,14:00,3,19,0,4,A,17,18,5,10,8,5,2.88,3.2,2.55,0
313,23/04/2023,14:00,15,18,6,1,H,25,11,8,3,9,3,1.83,3.75,4.2,0
314,25/04/2023,19:30,20,7,2,0,H,9,14,3,4,6,11,2.45,3.2,3.0,0
315,25/04/2023,19:45,2,9,1,0,H,14,1,3,0,8,2,1.75,4.0,4.2,0
316,25/04/2023,20:00,10,11,1,1,D,13,15,3,3,3,6,2.3,3.5,3.0,0
317,26/04/2023,19:30,16,5,3,1,H,12,17,5,7,2,7,6.0,4.2,1.53,0
318,26/04/2023,19:45,6,4,0,2,A,15,7,4,1,5,2,1.7,4.0,4.75,0
319,26/04/2023,19:45,19,12,1,2,A,7,20,2,4,3,6,3.9,3.9,1.85,0
320,26/04/2023,20:00,13,1,4,1,H,14,8,9,2,1,3,1.55,4.5,5.25,0
321,27/04/2023,19:45,8,15,1,4,A,13,15,5,8,3,14,4.75,3.6,1.73,0
322,27/04/2023,19:45,17,3,0,1,A,11,16,2,2,6,4,2.25,3.4,3.2,0
323,27/04/2023,20:15,18,10,2,2,D,18,17,7,8,6,8,2.8,3.6,2.4,0
324,29/04/2023,12:30,7,19,4,3,H,16,8,6,4,8,5,2.63,3.25,2.75,0
325,29/04/2023,15:00,4,16,2,1,H,14,5,8,3,6,0,1.65,3.8,5.5,0
326,29/04/2023,15:00,5,20,6,0,H,22,10,8,2,2,5,1.5,4.33,6.5,0
327,30/04/2023,14:00,3,10,4,1,H,12,15,7,6,2,6,2.55,3.5,2.7,0
328,30/04/2023,14:00,9,13,1,2,A,4,12,1,9,2,5,12.0,6.0,1.25,0
329,30/04/2023,14:00,10,2,1,0,H,14,7,6,1,1,4,1.73,3.9,4.6,0
330,30/04/2023,14:00,15,17,3,1,H,22,4,5,3,11,2,1.3,5.25,10.0,0
331,30/04/2023,16:30,12,18,4,3,H,12,10,4,7,5,2,1.53,4.5,5.75,0
332,01/05/2023,20:00,11,8,2,2,D,15,23,6,8,2,9,2.0,3.5,3.75,0
333,02/05/2023,20:00,1,6,3,1,H,16,7,10,4,7,2,1.6,4.0,5.5,0
334,03/05/2023,20:00,12,9,1,0,H,15,9,3,3,7,5,1.25,5.75,11.0,0
335,03/05/2023,20:00,13,19,3,0,H,16,6,7,2,6,3,1.2,7.0,13.0,0
336,04/05/2023,20:00,5,10,1,0,H,22,16,6,5,8,6,1.95,3.5,3.75,0
337,06/05/2023,15:00,3,6,1,3,A,10,11,4,5,7,7,3.3,3.5,2.15,0
338,06/05/2023,15:00,13,10,2,1,H,18,4,6,2,10,1,1.17,8.5,15.0,0
339,06/05/2023,15:00,18,7,1,0,H,8,7,3,2,8,4,1.8,3.8,4.2,0
340,06/05/2023,15:00,20,2,1,0,H,6,16,2,3,5,6,2.88,3.3,2.5,0
341,06/05/2023,17:30,12,4,1,0,H,15,5,5,1,7,3,1.44,5.0,6.0,0
342,07/05/2023,16:30,15,1,0,2,A,12,10,5,6,9,4,2.45,3.75,2.63,0
343,07/05/2023,19:00,19,10,1,0,H,15,19,4,4,5,6,3.4,3.75,2.05,0
344,08/05/2023,15:00,9,11,5,3,H,17,18,7,9,2,7,2.63,3.5,2.6,0
345,08/05/2023,17:30,5,8,1,5,A,23,10,5,5,15,1,1.33,5.25,9.0,0
346,08/05/2023,20:00,16,17,4,3,H,9,19,4,5,2,11,2.1,3.6,3.4,0
347,13/05/2023,12:30,10,15,2,2,D,9,18,4,5,2,6,4.33,4.2,1.7,0
348,13/05/2023,15:00,2,18,2,1,H,8,5,4,2,8,3,2.25,3.6,2.9,0
349,13/05/2023,15:00,6,16,2,2,D,14,11,6,2,2,5,1.5,4.5,6.0,0
350,13/05/2023,15:00,7,3,2,0,H,17,5,5,0,11,2,1.83,3.6,4.2,0
351,13/05/2023,15:00,10,20,2,0,H,27,5,9,0,11,7,1.36,5.0,7.5,0
352,13/05/2023,15:00,17,9,0,2,A,5,9,1,4,1,8,2.75,3.3,2.5,0
353,14/05/2023,14:00,4,19,2,0,H,24,4,10,4,7,5,2.0,3.5,3.6,0
354,14/05/2023,14:00,8,13,0,3,A,7,9,3,4,8,6,9.0,4.75,1.36,0
355,14/05/2023,16:30,1,5,0,3,A,14,12,2,6,5,2,1.73,4.2,4.2,0
356,15/05/2023,20:00,11,12,0,3,A,4,16,4,5,4,4,5.25,4.33,1.57,0
357,18/05/2023,19:30,15,5,4,1,H,22,8,9,2,6,1,2.0,3.8,3.5,0
358,20/05/2023,12:30,18,4,1,3,A,22,11,8,4,8,2,1.83,3.9,4.0,0
359,20/05/2023,15:00,3,10,0,1,A,10,20,4,5,3,6,6.0,4.75,1.5,0
360,20/05/2023,15:00,9,7,2,2,D,11,11,4,5,7,4,2.45,3.4,2.9,0
361,20/05/2023,15:00,12,2,1,1,D,10,6,5,3,9,4,1.45,5.0,6.25,0
362,20/05/2023,15:00,20,8,1,1,D,13,19,5,4,1,7,2.75,3.3,2.6,0
363,20/05/2023,17:30,16,1,1,0,H,6,11,2,3,3,6,5.25,4.33,1.57,0
364,21/05/2023,13:30,19,10,3,1,H,19,12,9,3,9,5,2.4,3.5,2.88,0
365,21/05/2023,14:00,5,17,3,1,H,26,5,8,1,4,3,1.22,7.0,11.0,0
366,21/05/2023,16:00,13,6,1,0,H,15,13,2,6,5,2,1.25,6.0,11.0,0
367,22/05/2023,20:00,15,11,0,0,D,23,1,4,1,12,1,1.36,5.5,7.0,0
368,24/05/2023,20:00,5,13,1,1,D,20,13,7,4,5,1,4.0,4.33,1.75,0
369,25/05/2023,20:00,10,6,4,1,H,18,14,9,5,3,4,1.6,4.33,5.0,0
370,28/05/2023,16:30,1,20,5,0,H,14,6,8,0,8,4,1.36,5.25,8.0,0
371,28/05/2023,16:30,2,5,2,1,H,12,8,5,4,4,3,2.0,3.6,3.5,0
372,28/05/2023,16:30,4,13,1,0,H,11,17,4,3,3,4,3.8,4.0,1.83,0
373,28/05/2023,16:30,6,15,1,1,D,22,13,5,4,10,3,2.9,3.5,2.38,0
374,28/05/2023,16:30,7,16,1,1,D,16,7,4,4,5,4,1.67,4.0,5.0,0
375,28/05/2023,16:30,8,3,1,0,H,13,7,6,2,9,3,1.5,4.5,6.5,0
376,28/05/2023,16:30,10,18,1,4,A,19,11,2,7,12,3,2.75,3.8,2.3,0
377,28/05/2023,16:30,11,19,2,1,H,13,16,4,3,3,5,1.91,3.8,3.6,0
378,28/05/2023,16:30,10,9,2,1,H,21,10,8,3,5,4,1.5,4.33,6.0,0
379,28/05/2023,16:30,17,12,4,4,D,15,30,10,8,2,9,6.5,4.75,1.44,0
380,13/08/2021,20:00,4,1,2,0,H,8,22,3,4,2,5,4.0,3.4,1.95,1
381,14/08/2021,12:30,10,10,5,1,H,16,10,8,3,5,4,1.53,4.5,5.75,1
382,14/08/2021,15:00,21,5,1,2,A,14,14,3,8,7,6,3.1,3.1,2.45,1
383,14/08/2021,15:00,6,7,3,0,H,13,4,6,1,5,2,1.25,5.75,13.0,1
384,14/08/2021,15:00,8,17,3,1,H,14,6,6,3,6,8,1.9,3.5,4.0,1
385,14/08/2021,15:00,11,20,1,0,H,9,17,5,3,5,4,1.66,3.8,5.25,1
386,14/08/2021,15:00,23,2,3,2,H,13,11,7,2,2,4,3.1,3.2,2.37,1
387,14/08/2021,17:30,22,12,0,3,A,14,19,3,8,3,11,9.0,5.75,1.3,1
388,15/08/2021,14:00,15,19,2,4,A,17,8,3,9,7,6,3.2,3.5,2.2,1
389,15/08/2021,16:30,18,13,1,0,H,13,18,3,4,3,11,5.5,4.2,1.6,1
390,21/08/2021,12:30,12,21,2,0,H,27,9,9,3,8,4,1.18,7.5,13.0,1
391,21/08/2021,15:00,2,15,2,0,H,10,9,2,1,3,4,1.8,3.75,4.33,1
392,21/08/2021,15:00,7,4,0,0,D,7,14,2,3,3,5,2.55,3.2,2.87,1
393,21/08/2021,15:00,10,8,2,2,D,17,17,4,8,8,5,2.37,3.4,3.0,1
394,21/08/2021,15:00,13,22,5,0,H,16,1,4,0,6,1,1.08,11.0,26.0,1
395,21/08/2021,17:30,5,23,2,0,H,13,10,3,1,7,2,1.7,3.5,5.75,1
396,22/08/2021,14:00,17,10,1,1,D,8,15,3,4,7,7,5.5,4.2,1.57,1
397,22/08/2021,14:00,20,18,0,1,A,25,8,6,6,5,4,3.2,3.2,2.35,1
398,22/08/2021,16:30,1,6,0,2,A,6,22,3,5,9,8,4.75,3.75,1.72,1
399,23/08/2021,20:00,19,11,4,1,H,13,5,7,1,10,0,2.5,3.5,2.75,1
400,28/08/2021,12:30,13,1,5,0,H,25,1,10,0,14,0,1.25,6.0,12.0,1
401,28/08/2021,15:00,2,4,1,1,D,7,9,5,2,3,2,1.95,3.6,3.8,1
402,28/08/2021,15:00,5,8,0,2,A,14,14,3,5,4,5,2.3,3.2,3.3,1
403,28/08/2021,15:00,15,17,2,2,D,10,22,5,6,4,4,2.5,3.4,2.8,1
404,28/08/2021,15:00,22,11,1,2,A,14,9,4,3,9,9,4.5,3.5,1.85,1
405,28/08/2021,15:00,19,7,2,2,D,14,9,4,2,5,3,1.55,4.0,6.5,1
406,28/08/2021,17:30,12,6,1,1,D,24,6,7,3,12,3,2.45,3.3,2.9,1
407,29/08/2021,14:00,21,10,1,1,D,12,12,3,2,5,5,3.1,3.5,2.25,1
408,29/08/2021,14:00,18,23,1,0,H,15,9,8,2,10,3,1.36,4.75,9.0,1
409,29/08/2021,16:30,20,10,0,1,A,15,10,6,3,5,7,5.0,3.5,1.75,1
410,11/09/2021,12:30,7,18,3,0,H,18,2,4,1,8,2,4.2,3.5,1.9,1
411,11/09/2021,15:00,1,22,1,0,H,30,10,7,1,8,4,1.5,4.6,6.0,1
412,11/09/2021,15:00,4,5,0,1,A,7,4,1,2,1,6,2.8,3.2,2.62,1
413,11/09/2021,15:00,11,13,0,1,A,6,25,1,8,5,8,6.0,4.0,1.57,1
414,11/09/2021,15:00,10,15,4,1,H,21,12,7,3,7,3,1.18,7.5,15.0,1
415,11/09/2021,15:00,17,19,0,0,D,11,13,3,3,5,4,2.9,3.5,2.4,1
416,11/09/2021,15:00,23,20,0,2,A,6,14,2,5,6,8,3.4,3.2,2.25,1
417,11/09/2021,17:30,6,2,3,0,H,12,18,4,6,4,11,1.28,5.5,11.0,1
418,12/09/2021,16:30,10,12,0,3,A,9,30,4,9,2,11,4.33,4.0,1.75,1
419,13/09/2021,20:00,8,21,3,1,H,14,11,6,6,4,6,1.7,3.75,5.0,1
420,17/09/2021,20:00,15,10,1,1,D,17,22,7,9,4,5,3.0,3.6,2.3,1
421,18/09/2021,12:30,20,4,0,2,A,11,9,0,3,4,2,1.83,3.25,5.0,1
422,18/09/2021,15:00,21,1,0,1,A,18,13,3,3,8,3,3.8,3.6,1.95,1
423,18/09/2021,15:00,12,7,3,0,H,25,13,10,2,10,5,1.2,7.0,13.0,1
424,18/09/2021,15:00,13,17,0,0,D,18,10,1,2,8,5,1.12,9.5,17.0,1
425,18/09/2021,15:00,22,23,1,3,A,12,12,5,8,4,8,2.15,3.3,3.5,1
426,18/09/2021,17:30,2,8,3,0,H,15,11,3,1,5,4,2.4,3.3,3.0,1
427,19/09/2021,14:00,5,11,2,1,H,12,14,5,3,4,9,2.7,3.2,2.75,1
428,19/09/2021,14:00,19,10,1,2,A,13,17,4,10,2,11,4.33,4.0,1.75,1
429,19/09/2021,16:30,18,6,0,3,A,8,20,2,10,5,11,5.0,3.8,1.7,1
430,25/09/2021,12:30,6,13,0,1,A,5,15,0,4,4,13,2.62,3.2,2.75,1
431,25/09/2021,12:30,10,2,0,1,A,28,7,4,3,5,5,1.36,5.25,8.0,1
432,25/09/2021,15:00,8,22,2,0,H,11,10,4,2,6,4,1.61,3.8,5.75,1
433,25/09/2021,15:00,10,19,1,2,A,15,20,5,7,5,7,3.0,3.6,2.25,1
434,25/09/2021,15:00,11,21,2,2,D,22,9,5,3,8,4,1.57,4.0,6.0,1
435,25/09/2021,15:00,23,15,1,1,D,15,20,4,6,5,6,2.2,3.4,3.3,1
436,25/09/2021,17:30,4,12,3,3,D,12,16,4,6,2,11,7.0,4.5,1.45,1
437,26/09/2021,14:00,17,20,0,1,A,18,5,6,3,5,5,2.62,3.2,2.8,1
438,26/09/2021,16:30,1,18,3,1,H,12,10,7,4,4,4,2.15,3.3,3.5,1
439,27/09/2021,20:00,7,5,1,1,D,8,8,3,4,6,5,3.1,3.2,2.45,1
440,02/10/2021,12:30,10,8,1,1,D,13,12,6,2,10,1,1.45,4.33,7.5,1
441,02/10/2021,15:00,21,22,0,0,D,14,10,4,2,9,5,1.85,3.6,4.33,1
442,02/10/2021,15:00,6,17,3,1,H,20,6,9,2,7,2,1.36,4.75,9.0,1
443,02/10/2021,15:00,10,23,1,0,H,20,5,4,1,6,3,1.7,4.0,4.75,1
444,02/10/2021,15:00,20,15,2,1,H,7,8,3,2,0,4,1.61,4.2,5.25,1
445,02/10/2021,17:30,5,1,0,0,D,21,8,2,2,8,5,3.0,3.25,2.4,1
446,03/10/2021,14:00,7,11,2,2,D,18,9,4,5,1,3,3.1,3.4,2.3,1
447,03/10/2021,14:00,18,2,2,1,H,17,14,8,3,5,8,2.1,3.6,3.4,1
448,03/10/2021,14:00,19,4,1,2,A,18,13,5,6,11,6,1.75,3.75,4.75,1
449,03/10/2021,16:30,12,13,2,2,D,6,12,4,3,3,4,2.87,3.5,2.4,1
450,16/10/2021,12:30,23,12,0,5,A,6,19,2,8,1,9,8.5,5.5,1.33,1
451,16/10/2021,15:00,2,20,2,3,A,14,9,5,4,6,7,2.15,3.25,3.5,1
452,16/10/2021,15:00,11,10,4,2,H,22,18,11,6,4,3,3.5,3.6,2.05,1
453,16/10/2021,15:00,13,21,2,0,H,15,7,6,2,6,2,1.12,9.0,19.0,1
454,16/10/2021,15:00,22,5,0,0,D,15,11,3,3,8,4,3.6,3.4,2.1,1
455,16/10/2021,15:00,17,10,1,0,H,19,3,5,0,8,1,2.3,3.5,3.0,1
456,16/10/2021,17:30,4,6,0,1,A,17,5,7,1,5,5,6.5,3.8,1.57,1
