match_id,date,time,home_team_id,away_team_id,fthg,ftag,ftr,hs,as,hst,ast,hc,ac,b365h,b365d,b365a,season_id
685,10/04/2022,14:00,4,19,2,0,H,15,5,7,1,4,6,2.62,3.3,2.62,1
686,10/04/2022,14:00,11,7,2,1,H,12,11,3,3,3,4,2.37,3.3,2.9,1
687,10/04/2022,14:00,22,21,2,0,H,17,18,6,4,6,7,2.87,3.2,2.55,1
688,10/04/2022,16:30,13,12,2,2,D,11,6,5,4,4,1,2.0,3.75,3.5,1
689,16/04/2022,12:30,18,5,0,1,A,5,12,0,5,4,4,1.53,4.0,6.5,1
690,16/04/2022,15:00,10,22,3,2,H,20,15,9,4,6,7,1.25,6.5,10.0,1
691,16/04/2022,15:00,17,1,1,0,H,9,23,3,6,6,8,3.8,3.6,1.95,1
692,16/04/2022,15:00,23,4,1,2,A,17,16,4,5,6,5,2.7,3.3,2.55,1
693,17/04/2022,14:15,15,11,2,1,H,16,8,7,2,3,5,2.2,3.4,3.3,1
694,17/04/2022,14:15,19,21,1,1,D,21,9,8,1,13,4,1.7,3.8,5.0,1
695,19/04/2022,20:00,12,10,4,0,H,14,2,5,1,10,2,1.4,5.0,7.0,1
696,20/04/2022,19:45,6,1,2,4,A,11,14,2,4,6,1,1.83,3.6,4.33,1
697,20/04/2022,19:45,8,11,1,1,D,13,11,3,3,5,4,2.25,3.4,3.25,1
698,20/04/2022,19:45,15,7,1,0,H,13,10,4,2,2,5,2.25,3.4,3.25,1
699,20/04/2022,20:00,13,5,3,0,H,17,2,5,1,7,4,1.16,7.0,17.0,1
700,21/04/2022,19:45,21,17,2,0,H,16,11,6,3,10,10,2.75,3.25,2.62,1
701,23/04/2022,12:30,1,10,3,1,H,14,14,7,5,1,7,2.05,3.5,3.5,1
702,23/04/2022,15:00,11,2,0,0,D,5,11,2,3,7,6,2.8,3.4,2.5,1
703,23/04/2022,15:00,13,23,5,1,H,21,5,8,2,11,4,1.1,10.0,26.0,1
704,23/04/2022,15:00,22,15,0,3,A,5,13,2,7,2,3,3.5,3.3,2.15,1
705,23/04/2022,17:30,4,18,0,0,D,15,9,2,0,12,8,4.33,3.5,1.85,1
706,24/04/2022,14:00,5,17,2,2,D,8,18,5,5,6,6,2.1,3.4,3.6,1
707,24/04/2022,14:00,21,20,1,0,H,14,10,5,4,3,6,2.7,3.0,2.87,1
708,24/04/2022,14:00,6,19,1,0,H,26,6,5,2,3,1,1.5,4.33,6.5,1
709,24/04/2022,16:30,12,8,2,0,H,18,9,4,1,13,1,1.18,7.0,15.0,1
710,25/04/2022,20:00,7,10,0,0,D,17,9,7,2,6,3,2.05,3.5,3.5,1
711,28/04/2022,19:45,10,6,1,1,D,6,21,3,6,2,9,3.2,3.4,2.25,1
712,30/04/2022,12:30,15,12,0,1,A,4,24,2,10,0,6,8.5,5.0,1.36,1
713,30/04/2022,15:00,2,22,2,0,H,21,9,6,3,2,3,1.4,4.5,9.0,1
714,30/04/2022,15:00,17,7,1,2,A,8,14,3,5,6,7,2.4,3.3,3.1,1
715,30/04/2022,15:00,23,21,1,2,A,13,17,1,6,5,6,2.6,3.3,2.75,1
716,30/04/2022,15:00,20,5,0,3,A,11,17,1,9,7,3,2.7,3.2,2.75,1
717,30/04/2022,17:30,10,13,0,4,A,7,19,2,6,3,6,8.5,6.0,1.3,1
718,01/05/2022,14:00,8,6,1,0,H,9,17,4,5,3,8,5.0,3.6,1.75,1
719,01/05/2022,14:00,18,11,3,1,H,13,6,7,2,7,3,1.44,4.75,7.0,1
720,01/05/2022,16:30,19,1,1,2,A,8,13,3,7,3,7,4.33,3.8,1.8,1
721,02/05/2022,20:00,10,4,3,0,H,9,12,5,4,3,8,1.72,4.0,4.5,1
722,07/05/2022,15:00,4,17,3,0,H,18,19,5,4,4,7,2.15,3.5,3.3,1
723,07/05/2022,15:00,21,2,1,3,A,14,12,6,7,4,5,3.0,3.3,2.4,1
724,07/05/2022,15:00,6,20,2,2,D,19,14,6,4,9,3,1.33,5.0,9.5,1
725,07/05/2022,15:00,7,23,1,0,H,15,6,7,1,8,5,1.65,4.0,5.0,1
726,07/05/2022,17:30,5,10,4,0,H,17,15,6,5,7,6,2.8,3.5,2.45,1
727,07/05/2022,19:45,12,18,1,1,D,22,8,3,3,11,5,1.4,5.0,7.0,1
728,08/05/2022,14:00,1,10,2,1,H,19,3,9,2,8,2,1.45,4.5,7.0,1
729,08/05/2022,14:00,11,8,1,2,A,16,10,9,4,6,1,2.6,3.3,2.75,1
730,08/05/2022,14:00,22,19,0,4,A,8,13,2,5,9,5,4.5,3.8,1.75,1
731,08/05/2022,16:30,13,15,5,0,H,21,7,9,3,8,2,1.16,7.0,17.0,1
732,10/05/2022,20:00,2,12,1,2,A,9,17,4,6,2,3,7.5,4.75,1.4,1
733,11/05/2022,19:30,10,6,0,3,A,5,17,0,4,1,5,4.75,4.2,1.65,1
734,11/05/2022,19:45,11,22,3,0,H,20,9,8,5,10,2,1.44,4.75,7.0,1
735,11/05/2022,19:45,23,8,0,0,D,6,16,0,5,1,13,4.2,3.6,1.83,1
736,11/05/2022,20:15,20,13,1,5,A,7,16,3,5,6,2,11.0,6.0,1.25,1
737,12/05/2022,19:45,18,1,3,0,H,16,8,6,4,2,2,2.05,3.75,3.5,1
738,15/05/2022,12:00,18,21,1,0,H,21,8,8,1,8,2,1.33,5.25,9.0,1
739,15/05/2022,14:00,2,7,1,1,D,13,16,4,4,1,5,2.0,3.5,3.75,1
740,15/05/2022,14:00,10,5,1,1,D,19,16,5,6,8,1,2.62,3.5,2.62,1
741,15/05/2022,14:00,23,11,1,5,A,13,13,5,7,7,3,3.8,3.5,1.95,1
742,15/05/2022,14:00,19,13,2,2,D,6,31,2,8,4,9,7.5,5.0,1.4,1
743,15/05/2022,14:00,20,22,1,1,D,17,11,4,2,5,3,1.45,4.75,6.5,1
744,15/05/2022,16:30,8,4,2,3,A,10,18,5,7,5,2,2.05,3.6,3.5,1
745,16/05/2022,20:00,15,1,2,0,H,16,11,4,2,12,8,4.33,3.6,1.83,1
746,17/05/2022,19:45,17,12,1,2,A,4,24,2,5,1,9,7.5,5.5,1.33,1
747,19/05/2022,19:45,8,7,3,2,H,12,7,6,5,4,5,1.9,3.4,4.33,1
748,19/05/2022,20:00,2,21,1,1,D,22,10,9,5,13,6,2.05,3.5,3.6,1
749,19/05/2022,20:00,6,11,1,1,D,20,2,7,1,6,0,1.4,4.75,8.0,1
750,22/05/2022,16:00,1,8,5,1,H,26,6,9,2,12,2,1.36,4.75,9.0,1
751,22/05/2022,16:00,4,10,1,2,A,14,14,5,6,3,2,2.45,3.8,2.62,1
752,22/05/2022,16:00,5,19,3,1,H,18,7,7,2,5,6,2.37,3.5,2.9,1
753,22/05/2022,16:00,21,15,1,2,A,12,8,5,6,8,2,2.25,3.4,3.2,1
754,22/05/2022,16:00,6,23,2,1,H,19,8,8,3,3,3,1.18,7.5,15.0,1
755,22/05/2022,16:00,7,10,1,0,H,6,10,3,4,3,6,3.0,3.6,2.25,1
756,22/05/2022,16:00,11,17,4,1,H,12,7,6,2,3,3,1.85,4.0,3.8,1
757,22/05/2022,16:00,12,20,3,1,H,29,7,8,5,5,3,1.14,8.5,15.0,1
758,22/05/2022,16:00,13,2,3,2,H,24,4,5,2,13,1,1.16,8.0,17.0,1
759,22/05/2022,16:00,22,18,0,5,A,9,19,0,13,3,2,9.5,6.5,1.25,1
760,12/09/2020,12:30,9,1,0,3,A,5,13,2,6,2,3,6.0,4.33,1.53,2
761,12/09/2020,15:00,7,17,1,0,H,5,9,3,5,7,3,3.1,3.25,2.37,2
762,12/09/2020,17:30,12,10,4,3,H,22,6,6,3,9,0,1.28,6.0,9.5,2
763,12/09/2020,20:00,19,15,0,2,A,15,15,3,2,8,7,2.15,3.4,3.4,2
764,13/09/2020,14:00,25,11,0,3,A,7,13,1,7,2,5,3.8,3.6,1.95,2
765,13/09/2020,16:30,18,8,0,1,A,9,15,5,4,5,3,1.83,3.6,4.33,2
766,14/09/2020,20:15,5,6,1,3,A,13,10,3,5,4,3,5.0,4.33,1.61,2
767,14/09/2020,18:00,24,20,0,2,A,9,11,2,4,12,5,3.25,3.1,2.37,2
768,19/09/2020,12:30,8,25,5,2,H,17,6,7,4,11,1,1.5,4.2,6.5,2
769,19/09/2020,15:00,10,9,4,3,H,10,14,7,6,5,3,1.61,3.9,5.75,2
770,19/09/2020,17:30,10,7,1,3,A,13,14,4,5,9,3,1.3,5.5,9.5,2
771,19/09/2020,20:00,1,19,2,1,H,7,14,3,3,7,5,1.53,4.5,5.5,2
772,20/09/2020,12:00,17,18,2,5,A,14,9,7,6,3,2,3.0,3.3,2.37,2
773,20/09/2020,14:00,15,5,0,3,A,6,13,0,6,7,1,2.6,3.1,2.87,2
774,20/09/2020,16:30,6,12,0,2,A,5,18,3,6,1,11,3.1,3.6,2.2,2
775,20/09/2020,19:00,11,21,4,2,H,14,16,6,5,15,4,1.61,4.0,5.5,2
776,21/09/2020,18:00,2,24,1,0,H,18,4,2,1,10,4,2.7,3.1,2.75,2
777,21/09/2020,20:15,20,13,1,3,A,10,14,1,9,4,6,6.5,4.33,1.5,2
778,26/09/2020,12:30,5,10,2,3,A,18,7,5,3,7,1,4.75,3.75,1.72,2
779,26/09/2020,15:00,7,8,1,2,A,8,10,1,5,7,6,3.75,3.25,2.1,2
780,26/09/2020,17:30,25,6,3,3,D,9,22,3,10,3,9,9.0,4.75,1.36,2
781,26/09/2020,20:00,21,17,0,1,A,10,5,2,1,8,2,3.2,3.3,2.3,2
782,27/09/2020,12:00,24,10,0,1,A,14,17,4,9,5,7,2.7,3.3,2.62,2
783,27/09/2020,14:00,18,15,1,1,D,23,6,12,1,10,4,1.45,4.5,7.0,2
784,27/09/2020,16:30,13,11,2,5,A,16,7,5,7,3,4,1.28,6.0,9.5,2
785,27/09/2020,19:00,19,20,4,0,H,15,11,7,2,1,3,3.6,3.5,2.05,2
786,28/09/2020,17:45,9,2,0,3,A,16,12,3,5,5,3,2.9,3.25,2.5,2
787,28/09/2020,20:00,12,1,3,1,H,21,4,8,3,7,3,1.45,4.75,6.5,2
788,03/10/2020,12:30,6,7,4,0,H,17,4,6,0,8,5,1.4,4.75,8.0,2
789,03/10/2020,15:00,8,5,4,2,H,11,11,6,3,3,10,1.72,3.75,4.8,2
790,03/10/2020,17:30,10,13,1,1,D,12,23,7,2,7,10,7.5,5.25,1.36,2
791,03/10/2020,20:00,15,21,3,1,H,10,7,5,3,3,4,2.4,3.2,3.1,2
792,04/10/2020,12:00,11,19,0,3,A,4,14,0,6,6,4,1.61,4.2,5.25,2
793,04/10/2020,12:00,17,25,2,0,H,13,5,7,2,5,1,1.72,3.8,4.75,2
794,04/10/2020,14:00,1,24,2,1,H,6,6,5,2,2,4,1.57,4.0,6.0,2
795,04/10/2020,14:00,20,9,1,0,H,14,10,5,2,6,2,1.5,4.0,7.5,2
796,04/10/2020,16:30,10,18,1,6,A,5,22,2,8,2,4,1.85,3.8,4.0,2
797,04/10/2020,19:15,2,12,7,2,H,18,14,11,8,2,7,10.0,5.5,1.3,2
798,17/10/2020,12:30,8,12,2,2,D,11,22,5,8,2,5,3.75,4.2,1.83,2
799,17/10/2020,15:00,6,17,3,3,D,11,13,5,6,6,2,1.45,4.75,6.5,2
800,17/10/2020,17:30,13,1,1,0,H,13,11,5,3,6,6,1.44,5.0,6.5,2
801,17/10/2020,20:00,15,10,1,4,A,7,28,4,14,0,7,4.75,4.0,1.66,2
802,18/10/2020,12:00,24,9,1,1,D,10,15,6,6,2,5,2.1,3.3,3.7,2
803,18/10/2020,14:00,7,5,1,1,D,1,20,1,3,2,5,2.62,3.3,2.7,2
804,18/10/2020,16:30,18,19,3,3,D,11,13,6,4,3,7,1.57,4.33,5.5,2
805,18/10/2020,19:15,11,2,0,1,A,11,10,5,4,2,7,1.83,3.8,4.1,2
806,19/10/2020,17:30,25,21,0,0,D,13,9,6,4,8,2,2.45,3.3,2.9,2
807,19/10/2020,20:00,10,20,0,1,A,13,7,2,3,8,3,2.5,3.3,2.87,2
808,23/10/2020,20:00,2,10,0,3,A,12,27,4,9,6,5,2.05,3.75,3.3,2
809,24/10/2020,12:30,19,13,1,1,D,6,14,2,7,2,10,8.0,5.25,1.36,2
810,24/10/2020,15:00,9,7,1,2,A,16,14,3,10,4,4,2.75,3.1,2.7,2
811,24/10/2020,17:30,10,6,0,0,D,14,6,4,1,9,6,2.37,3.6,2.8,2
812,24/10/2020,20:00,12,24,2,1,H,17,13,5,2,7,3,1.22,6.5,12.0,2
813,25/10/2020,14:00,17,8,2,0,H,12,6,6,2,4,5,2.75,3.4,2.55,2
814,25/10/2020,16:30,20,15,1,1,D,16,5,3,2,2,3,1.75,3.5,5.25,2
815,25/10/2020,19:15,1,11,0,1,A,12,6,4,2,9,3,1.9,3.75,3.8,2
816,26/10/2020,17:30,5,25,1,1,D,5,9,3,3,6,2,1.7,4.0,4.75,2
817,26/10/2020,20:00,21,18,0,1,A,13,9,4,3,4,5,5.75,4.0,1.6,2
818,30/10/2020,20:00,20,7,2,0,H,15,11,5,2,7,6,2.0,3.2,4.33,2
819,31/10/2020,12:30,24,13,0,1,A,5,16,1,8,2,5,9.5,6.0,1.28,2
820,31/10/2020,15:00,21,6,0,3,A,5,14,0,9,3,4,6.0,4.5,1.5,2
821,31/10/2020,17:30,12,19,2,1,H,9,4,5,3,1,2,1.36,5.25,7.5,2
822,01/11/2020,12:00,2,17,3,4,A,19,9,10,4,11,1,2.45,3.5,2.8,2
823,01/11/2020,14:00,15,8,2,1,H,11,15,4,4,5,4,3.7,3.4,2.05,2
824,01/11/2020,16:30,10,1,0,1,A,8,7,2,2,6,3,2.0,3.6,3.6,2
825,01/11/2020,19:15,18,5,2,1,H,9,6,3,2,4,5,1.61,4.0,5.5,2
826,02/11/2020,17:30,9,25,2,0,H,13,10,6,1,5,2,2.4,3.3,3.0,2
827,02/11/2020,20:00,10,11,1,4,A,11,10,4,8,10,3,2.5,3.6,2.62,2
828,06/11/2020,17:30,5,21,0,0,D,19,4,3,1,5,3,1.85,3.5,4.33,2
829,06/11/2020,20:00,17,15,2,0,H,15,4,8,2,8,3,2.0,3.6,3.7,2
830,07/11/2020,12:30,8,10,1,3,A,7,13,1,5,5,2,2.9,3.5,2.37,2
831,07/11/2020,15:00,7,10,4,1,H,10,9,6,3,3,6,2.87,3.4,2.45,2
832,07/11/2020,17:30,6,24,4,1,H,20,6,9,3,6,7,1.36,5.0,8.5,2
833,07/11/2020,20:00,19,9,1,0,H,16,13,7,3,9,5,1.83,3.75,4.2,2
834,08/11/2020,12:00,25,18,0,1,A,12,19,2,5,9,6,7.0,4.33,1.45,2
835,08/11/2020,14:00,11,20,1,0,H,10,7,3,2,6,3,2.3,3.2,3.25,2
836,08/11/2020,16:30,13,12,1,1,D,7,10,2,3,1,2,1.95,4.2,3.4,2
837,08/11/2020,19:15,1,2,0,3,A,13,15,2,6,3,8,1.65,4.1,5.0,2
838,21/11/2020,12:30,15,6,0,2,A,8,14,1,3,7,4,6.5,4.75,1.45,2
839,21/11/2020,15:00,2,5,1,2,A,15,7,4,3,12,3,2.15,3.6,3.2,2
840,21/11/2020,17:30,18,13,2,0,H,4,22,2,5,0,10,4.0,4.0,1.8,2
841,21/11/2020,20:00,10,25,1,0,H,17,7,7,2,8,2,1.3,5.5,9.5,2
842,22/11/2020,12:00,9,8,2,3,A,14,9,6,7,2,5,3.9,3.9,1.85,2
843,22/11/2020,14:00,24,19,0,1,A,9,15,5,3,2,6,3.0,3.25,2.4,2
844,22/11/2020,16:30,10,1,0,0,D,25,9,4,2,5,3,3.0,3.75,2.2,2
845,22/11/2020,19:15,12,11,3,0,H,24,11,13,4,10,3,1.85,4.0,3.8,2
846,23/11/2020,17:30,21,7,1,0,H,10,15,4,5,4,7,2.75,3.1,2.75,2
847,23/11/2020,20:00,20,17,1,1,D,20,7,9,2,7,4,2.3,3.25,3.25,2
848,27/11/2020,20:00,7,15,0,2,A,12,14,3,7,7,3,2.05,3.25,3.75,2
849,28/11/2020,12:30,5,12,1,1,D,11,6,3,2,4,3,5.5,4.2,1.57,2
850,28/11/2020,15:00,13,21,5,0,H,19,9,6,1,6,4,1.16,7.5,16.0,2
851,28/11/2020,17:30,8,10,0,1,A,15,23,8,7,4,2,1.95,3.8,3.6,2
852,28/11/2020,20:00,25,24,1,0,H,17,21,6,5,14,9,2.6,3.2,2.8,2
853,29/11/2020,14:00,17,10,2,3,A,10,15,5,6,5,9,4.0,3.5,1.95,2
854,29/11/2020,16:30,6,18,0,0,D,13,5,3,1,3,3,2.05,3.5,3.6,2
855,29/11/2020,19:15,1,20,1,2,A,13,11,2,5,8,4,2.05,3.4,3.75,2
856,30/11/2020,17:30,11,9,1,2,A,16,10,3,5,6,5,1.5,4.33,6.5,2
857,30/11/2020,20:00,19,2,2,1,H,6,16,2,6,3,7,2.25,3.6,3.0,2
858,05/12/2020,12:30,21,8,1,1,D,8,13,3,6,8,4,4.0,3.5,1.9,2
859,05/12/2020,15:00,13,9,2,0,H,16,6,6,1,9,3,1.1,11.0,19.0,2
860,05/12/2020,17:30,19,10,1,3,A,19,15,6,6,5,4,3.6,3.6,2.0,2
861,05/12/2020,20:00,6,10,3,1,H,23,8,11,3,8,4,1.5,4.5,6.0,2
862,06/12/2020,12:00,25,7,1,5,A,9,18,4,6,4,6,2.87,3.2,2.55,2
863,06/12/2020,14:15,24,11,1,2,A,4,13,1,4,6,5,3.8,3.5,1.95,2
864,06/12/2020,16:30,18,1,2,0,H,6,11,3,2,3,9,1.95,3.6,3.8,2
865,06/12/2020,19:15,12,20,4,0,H,11,9,6,3,4,6,1.5,4.33,6.5,2
866,07/12/2020,20:00,5,17,1,2,A,12,10,4,3,4,3,2.45,3.4,2.9,2
867,11/12/2020,20:00,10,19,1,2,A,13,19,7,8,5,6,2.15,3.7,3.1,2
868,12/12/2020,12:30,20,2,0,1,A,16,13,7,2,5,8,2.25,3.25,3.25,2
869,12/12/2020,15:00,15,25,2,1,H,12,13,7,3,4,3,2.45,3.2,3.0,2
870,12/12/2020,17:30,10,13,0,0,D,11,9,2,2,4,3,4.33,4.2,1.72,2
871,12/12/2020,20:00,8,6,1,0,H,9,10,4,3,6,6,4.33,4.2,1.7,2
872,13/12/2020,12:00,17,24,3,0,H,16,3,6,0,8,4,1.7,3.75,5.0,2
873,13/12/2020,14:15,7,18,1,1,D,16,14,5,6,4,7,4.5,3.9,1.72,2
874,13/12/2020,16:30,9,12,1,1,D,10,12,5,6,6,8,9.0,5.5,1.3,2
875,13/12/2020,19:15,1,21,0,1,A,18,10,6,2,13,4,1.53,4.2,6.25,2
876,13/12/2020,19:15,11,5,3,0,H,15,12,6,4,9,5,2.0,3.5,3.8,2
877,15/12/2020,18:00,20,6,2,1,H,12,13,4,3,5,6,5.25,3.8,1.66,2
878,15/12/2020,20:00,13,25,1,1,D,26,5,7,1,13,2,1.09,11.0,21.0,2
879,16/12/2020,18:00,1,17,1,1,D,9,13,4,3,2,7,2.25,3.5,3.1,2
880,16/12/2020,18:00,10,15,5,2,H,25,10,10,4,7,4,1.75,4.0,4.33,2
881,16/12/2020,18:00,11,8,0,2,A,14,11,2,6,4,6,2.15,3.6,3.25,2
882,16/12/2020,20:00,9,5,0,0,D,9,9,4,4,1,8,2.87,3.3,2.5,2
883,16/12/2020,20:00,12,18,2,1,H,17,8,11,2,7,4,1.75,3.8,4.5,2
884,16/12/2020,20:00,19,7,1,1,D,9,8,2,2,5,3,2.05,3.4,3.6,2
885,17/12/2020,18:00,2,21,0,0,D,27,6,7,4,11,1,1.75,3.8,4.5,2
886,17/12/2020,20:00,24,10,2,3,A,12,14,6,8,6,3,7.0,4.6,1.44,2
887,19/12/2020,12:30,7,12,0,7,A,5,14,3,8,5,4,6.5,4.33,1.5,2
888,19/12/2020,15:00,17,13,0,1,A,9,11,3,5,6,6,7.0,4.5,1.44,2
889,19/12/2020,17:30,8,1,2,1,H,9,13,2,2,4,3,2.45,3.5,2.8,2
890,19/12/2020,20:00,15,9,1,1,D,12,11,5,4,2,9,2.5,3.25,2.9,2
891,20/12/2020,12:00,5,24,1,1,D,21,5,5,3,14,2,1.65,3.75,5.5,2
892,20/12/2020,14:15,18,11,0,2,A,8,17,3,4,5,3,2.05,3.5,3.6,2
893,20/12/2020,16:30,10,10,6,2,H,26,17,14,3,11,13,1.66,4.33,4.5,2
894,20/12/2020,19:15,25,2,0,3,A,1,19,1,10,1,7,3.6,3.8,1.95,2
895,21/12/2020,17:30,21,20,2,1,H,10,15,4,3,1,7,3.5,3.25,2.2,2
896,21/12/2020,20:00,6,19,3,0,H,11,6,7,0,5,4,1.44,5.0,6.25,2
897,26/12/2020,12:30,11,10,2,2,D,10,9,2,4,5,0,2.9,3.6,2.3,2
898,26/12/2020,15:00,2,7,3,0,H,21,13,10,6,4,4,1.9,3.75,3.8,2
899,26/12/2020,15:00,9,17,0,0,D,10,3,1,2,6,3,3.2,3.3,2.3,2
900,26/12/2020,17:30,1,6,3,1,H,15,19,7,3,7,9,4.0,3.6,1.9,2
901,26/12/2020,20:00,13,15,2,0,H,11,7,6,2,7,3,1.11,10.0,19.0,2
902,26/12/2020,20:00,24,8,0,1,A,10,7,2,3,6,3,4.2,3.6,1.85,2
903,27/12/2020,12:00,10,21,1,0,H,11,14,4,6,4,12,1.72,4.0,4.33,2
904,27/12/2020,14:15,19,5,2,2,D,11,13,4,4,5,4,2.3,3.4,3.1,2
905,27/12/2020,16:30,12,25,1,1,D,17,5,2,3,8,3,1.11,10.0,19.0,2
906,27/12/2020,19:15,20,18,1,1,D,11,6,6,3,9,2,3.6,3.25,2.15,2
907,28/12/2020,15:00,7,11,1,1,D,4,17,1,3,2,5,3.75,3.5,2.0,2
908,28/12/2020,17:30,6,2,1,1,D,16,10,5,2,11,4,1.61,4.2,5.0,2
909,29/12/2020,18:00,5,1,0,1,A,13,11,2,3,5,4,3.25,3.5,2.2,2
910,29/12/2020,18:00,21,24,1,0,H,5,7,3,3,3,5,2.37,3.1,3.25,2
911,29/12/2020,18:00,17,19,0,0,D,8,8,3,3,4,3,2.1,3.6,3.4,2
912,29/12/2020,18:00,25,10,0,5,A,4,14,1,6,3,10,3.6,3.6,2.0,2
